visit_time_id,device_type,source_page_id,dest_page_id,visitor_count,time_dimension,source_page_name,dest_page_name,source_total,source_ratio
1,pc,4.00,6.00,70,2025-01-01,宝贝页,商品详情页,520,13.46
1,pc,4.00,7.00,54,2025-01-01,宝贝页,订阅页,520,10.38
1,pc,4.00,8.00,50,2025-01-01,宝贝页,直播页,520,9.62
1,pc,4.00,9.00,49,2025-01-01,宝贝页,购物车,520,9.42
1,pc,4.00,10.00,60,2025-01-01,宝贝页,结算页,520,11.54
1,pc,5.00,1.00,67,2025-01-01,新品页,首页,515,13.01
1,pc,5.00,2.00,58,2025-01-01,新品页,活动页,515,11.26
1,pc,5.00,3.00,49,2025-01-01,新品页,分类页,515,9.51
1,pc,5.00,4.00,59,2025-01-01,新品页,宝贝页,515,11.46
1,pc,5.00,6.00,52,2025-01-01,新品页,商品详情页,515,10.10
1,pc,5.00,7.00,50,2025-01-01,新品页,订阅页,515,9.71
1,pc,5.00,8.00,54,2025-01-01,新品页,直播页,515,10.49
1,pc,5.00,9.00,63,2025-01-01,新品页,购物车,515,12.23
1,pc,5.00,10.00,63,2025-01-01,新品页,结算页,515,12.23
1,pc,6.00,1.00,69,2025-01-01,商品详情页,首页,470,14.68
1,pc,6.00,2.00,43,2025-01-01,商品详情页,活动页,470,9.15
1,pc,6.00,3.00,61,2025-01-01,商品详情页,分类页,470,12.98
1,pc,6.00,4.00,40,2025-01-01,商品详情页,宝贝页,470,8.51
1,pc,6.00,5.00,56,2025-01-01,商品详情页,新品页,470,11.91
1,pc,6.00,7.00,51,2025-01-01,商品详情页,订阅页,470,10.85
1,pc,6.00,8.00,51,2025-01-01,商品详情页,直播页,470,10.85
1,pc,6.00,9.00,46,2025-01-01,商品详情页,购物车,470,9.79
1,pc,6.00,10.00,53,2025-01-01,商品详情页,结算页,470,11.28
1,pc,7.00,1.00,56,2025-01-01,订阅页,首页,519,10.79
1,pc,7.00,2.00,59,2025-01-01,订阅页,活动页,519,11.37
1,pc,7.00,3.00,57,2025-01-01,订阅页,分类页,519,10.98
1,pc,7.00,4.00,60,2025-01-01,订阅页,宝贝页,519,11.56
1,pc,7.00,5.00,60,2025-01-01,订阅页,新品页,519,11.56
1,pc,7.00,6.00,55,2025-01-01,订阅页,商品详情页,519,10.60
1,pc,7.00,8.00,60,2025-01-01,订阅页,直播页,519,11.56
1,pc,7.00,9.00,54,2025-01-01,订阅页,购物车,519,10.40
1,pc,7.00,10.00,58,2025-01-01,订阅页,结算页,519,11.18
1,pc,8.00,1.00,56,2025-01-01,直播页,首页,506,11.07
1,pc,8.00,2.00,54,2025-01-01,直播页,活动页,506,10.67
1,pc,8.00,3.00,53,2025-01-01,直播页,分类页,506,10.47
1,pc,8.00,4.00,48,2025-01-01,直播页,宝贝页,506,9.49
1,pc,8.00,5.00,46,2025-01-01,直播页,新品页,506,9.09
1,pc,8.00,6.00,59,2025-01-01,直播页,商品详情页,506,11.66
1,pc,8.00,7.00,71,2025-01-01,直播页,订阅页,506,14.03
1,pc,8.00,9.00,56,2025-01-01,直播页,购物车,506,11.07
1,pc,8.00,10.00,63,2025-01-01,直播页,结算页,506,12.45
1,pc,9.00,1.00,41,2025-01-01,购物车,首页,486,8.44
1,pc,9.00,2.00,51,2025-01-01,购物车,活动页,486,10.49
1,pc,9.00,3.00,59,2025-01-01,购物车,分类页,486,12.14
1,pc,9.00,4.00,60,2025-01-01,购物车,宝贝页,486,12.35
1,pc,9.00,5.00,69,2025-01-01,购物车,新品页,486,14.20
1,pc,9.00,6.00,48,2025-01-01,购物车,商品详情页,486,9.88
1,pc,9.00,7.00,49,2025-01-01,购物车,订阅页,486,10.08
1,pc,9.00,8.00,51,2025-01-01,购物车,直播页,486,10.49
1,pc,9.00,10.00,58,2025-01-01,购物车,结算页,486,11.93
1,pc,10.00,1.00,45,2025-01-01,结算页,首页,487,9.24
1,pc,10.00,2.00,49,2025-01-01,结算页,活动页,487,10.06
1,pc,10.00,3.00,46,2025-01-01,结算页,分类页,487,9.45
1,pc,10.00,4.00,60,2025-01-01,结算页,宝贝页,487,12.32
1,pc,10.00,5.00,63,2025-01-01,结算页,新品页,487,12.94
1,pc,10.00,6.00,67,2025-01-01,结算页,商品详情页,487,13.76
1,pc,10.00,7.00,51,2025-01-01,结算页,订阅页,487,10.47
1,pc,10.00,8.00,49,2025-01-01,结算页,直播页,487,10.06
1,pc,10.00,9.00,57,2025-01-01,结算页,购物车,487,11.70
1,wireless,1.00,2.00,151,2025-01-01,首页,活动页,1115,13.54
1,wireless,1.00,3.00,113,2025-01-01,首页,分类页,1115,10.13
1,wireless,1.00,4.00,129,2025-01-01,首页,宝贝页,1115,11.57
1,wireless,1.00,5.00,132,2025-01-01,首页,新品页,1115,11.84
1,wireless,1.00,6.00,114,2025-01-01,首页,商品详情页,1115,10.22
1,wireless,1.00,7.00,105,2025-01-01,首页,订阅页,1115,9.42
1,wireless,1.00,8.00,121,2025-01-01,首页,直播页,1115,10.85
1,wireless,1.00,9.00,137,2025-01-01,首页,购物车,1115,12.29
1,wireless,1.00,10.00,113,2025-01-01,首页,结算页,1115,10.13
1,wireless,2.00,1.00,126,2025-01-01,活动页,首页,1234,10.21
1,wireless,2.00,3.00,145,2025-01-01,活动页,分类页,1234,11.75
1,wireless,2.00,4.00,129,2025-01-01,活动页,宝贝页,1234,10.45
1,wireless,2.00,5.00,131,2025-01-01,活动页,新品页,1234,10.62
1,wireless,2.00,6.00,146,2025-01-01,活动页,商品详情页,1234,11.83
1,wireless,2.00,7.00,136,2025-01-01,活动页,订阅页,1234,11.02
1,wireless,2.00,8.00,149,2025-01-01,活动页,直播页,1234,12.07
1,wireless,2.00,9.00,138,2025-01-01,活动页,购物车,1234,11.18
1,wireless,2.00,10.00,134,2025-01-01,活动页,结算页,1234,10.86
1,wireless,3.00,1.00,128,2025-01-01,分类页,首页,1167,10.97
1,wireless,3.00,2.00,130,2025-01-01,分类页,活动页,1167,11.14
1,wireless,3.00,4.00,134,2025-01-01,分类页,宝贝页,1167,11.48
1,wireless,3.00,5.00,138,2025-01-01,分类页,新品页,1167,11.83
1,wireless,3.00,6.00,116,2025-01-01,分类页,商品详情页,1167,9.94
1,wireless,3.00,7.00,131,2025-01-01,分类页,订阅页,1167,11.23
1,wireless,3.00,8.00,111,2025-01-01,分类页,直播页,1167,9.51
1,wireless,3.00,9.00,145,2025-01-01,分类页,购物车,1167,12.43
1,wireless,3.00,10.00,134,2025-01-01,分类页,结算页,1167,11.48
1,wireless,4.00,1.00,139,2025-01-01,宝贝页,首页,1190,11.68
1,wireless,4.00,2.00,130,2025-01-01,宝贝页,活动页,1190,10.92
1,wireless,4.00,3.00,130,2025-01-01,宝贝页,分类页,1190,10.92
1,wireless,4.00,5.00,148,2025-01-01,宝贝页,新品页,1190,12.44
1,wireless,4.00,6.00,133,2025-01-01,宝贝页,商品详情页,1190,11.18
1,wireless,4.00,7.00,148,2025-01-01,宝贝页,订阅页,1190,12.44
1,wireless,4.00,8.00,122,2025-01-01,宝贝页,直播页,1190,10.25
1,wireless,4.00,9.00,127,2025-01-01,宝贝页,购物车,1190,10.67
1,wireless,4.00,10.00,113,2025-01-01,宝贝页,结算页,1190,9.50
1,wireless,5.00,1.00,141,2025-01-01,新品页,首页,1195,11.80
1,wireless,5.00,2.00,134,2025-01-01,新品页,活动页,1195,11.21
1,wireless,5.00,3.00,141,2025-01-01,新品页,分类页,1195,11.80
1,wireless,5.00,4.00,163,2025-01-01,新品页,宝贝页,1195,13.64
1,wireless,5.00,6.00,130,2025-01-01,新品页,商品详情页,1195,10.88
1,wireless,5.00,7.00,119,2025-01-01,新品页,订阅页,1195,9.96
1,wireless,5.00,8.00,124,2025-01-01,新品页,直播页,1195,10.38
1,wireless,5.00,9.00,133,2025-01-01,新品页,购物车,1195,11.13
1,wireless,5.00,10.00,110,2025-01-01,新品页,结算页,1195,9.21
1,wireless,6.00,1.00,126,2025-01-01,商品详情页,首页,1212,10.40
1,wireless,6.00,2.00,140,2025-01-01,商品详情页,活动页,1212,11.55
1,wireless,6.00,3.00,135,2025-01-01,商品详情页,分类页,1212,11.14
1,wireless,6.00,4.00,127,2025-01-01,商品详情页,宝贝页,1212,10.48
1,wireless,6.00,5.00,142,2025-01-01,商品详情页,新品页,1212,11.72
1,wireless,6.00,7.00,140,2025-01-01,商品详情页,订阅页,1212,11.55
1,wireless,6.00,8.00,147,2025-01-01,商品详情页,直播页,1212,12.13
1,wireless,6.00,9.00,128,2025-01-01,商品详情页,购物车,1212,10.56
1,wireless,6.00,10.00,127,2025-01-01,商品详情页,结算页,1212,10.48
1,wireless,7.00,1.00,135,2025-01-01,订阅页,首页,1219,11.07
1,wireless,7.00,2.00,120,2025-01-01,订阅页,活动页,1219,9.84
1,wireless,7.00,3.00,125,2025-01-01,订阅页,分类页,1219,10.25
1,wireless,7.00,4.00,152,2025-01-01,订阅页,宝贝页,1219,12.47
1,wireless,7.00,5.00,152,2025-01-01,订阅页,新品页,1219,12.47
1,wireless,7.00,6.00,131,2025-01-01,订阅页,商品详情页,1219,10.75
1,wireless,7.00,8.00,128,2025-01-01,订阅页,直播页,1219,10.50
1,wireless,7.00,9.00,127,2025-01-01,订阅页,购物车,1219,10.42
1,wireless,7.00,10.00,149,2025-01-01,订阅页,结算页,1219,12.22
1,wireless,8.00,1.00,113,2025-01-01,直播页,首页,1174,9.63
1,wireless,8.00,2.00,126,2025-01-01,直播页,活动页,1174,10.73
1,wireless,8.00,3.00,142,2025-01-01,直播页,分类页,1174,12.10
1,wireless,8.00,4.00,140,2025-01-01,直播页,宝贝页,1174,11.93
1,wireless,8.00,5.00,150,2025-01-01,直播页,新品页,1174,12.78
1,wireless,8.00,6.00,120,2025-01-01,直播页,商品详情页,1174,10.22
1,wireless,8.00,7.00,119,2025-01-01,直播页,订阅页,1174,10.14
1,wireless,8.00,9.00,133,2025-01-01,直播页,购物车,1174,11.33
1,wireless,8.00,10.00,131,2025-01-01,直播页,结算页,1174,11.16
1,wireless,9.00,1.00,112,2025-01-01,购物车,首页,1144,9.79
1,wireless,9.00,2.00,132,2025-01-01,购物车,活动页,1144,11.54
1,wireless,9.00,3.00,149,2025-01-01,购物车,分类页,1144,13.02
1,wireless,9.00,4.00,122,2025-01-01,购物车,宝贝页,1144,10.66
1,wireless,9.00,5.00,134,2025-01-01,购物车,新品页,1144,11.71
1,wireless,9.00,6.00,123,2025-01-01,购物车,商品详情页,1144,10.75
1,wireless,9.00,7.00,132,2025-01-01,购物车,订阅页,1144,11.54
1,wireless,9.00,8.00,129,2025-01-01,购物车,直播页,1144,11.28
1,wireless,9.00,10.00,111,2025-01-01,购物车,结算页,1144,9.70
1,wireless,10.00,1.00,128,2025-01-01,结算页,首页,1232,10.39
1,wireless,10.00,2.00,152,2025-01-01,结算页,活动页,1232,12.34
1,wireless,10.00,3.00,142,2025-01-01,结算页,分类页,1232,11.53
1,wireless,10.00,4.00,141,2025-01-01,结算页,宝贝页,1232,11.44
1,wireless,10.00,5.00,139,2025-01-01,结算页,新品页,1232,11.28
1,wireless,10.00,6.00,156,2025-01-01,结算页,商品详情页,1232,12.66
1,wireless,10.00,7.00,120,2025-01-01,结算页,订阅页,1232,9.74
1,wireless,10.00,8.00,130,2025-01-01,结算页,直播页,1232,10.55
1,wireless,10.00,9.00,124,2025-01-01,结算页,购物车,1232,10.06
2,pc,1.00,2.00,61,2025-01-02,首页,活动页,491,12.42
2,pc,1.00,3.00,55,2025-01-02,首页,分类页,491,11.20
2,pc,1.00,4.00,51,2025-01-02,首页,宝贝页,491,10.39
2,pc,1.00,5.00,54,2025-01-02,首页,新品页,491,11.00
2,pc,1.00,6.00,52,2025-01-02,首页,商品详情页,491,10.59
2,pc,1.00,7.00,59,2025-01-02,首页,订阅页,491,12.02
2,pc,1.00,8.00,48,2025-01-02,首页,直播页,491,9.78
2,pc,1.00,9.00,46,2025-01-02,首页,购物车,491,9.37
2,pc,1.00,10.00,65,2025-01-02,首页,结算页,491,13.24
2,pc,2.00,1.00,50,2025-01-02,活动页,首页,527,9.49
2,pc,2.00,3.00,65,2025-01-02,活动页,分类页,527,12.33
2,pc,2.00,4.00,60,2025-01-02,活动页,宝贝页,527,11.39
2,pc,2.00,5.00,72,2025-01-02,活动页,新品页,527,13.66
2,pc,2.00,6.00,52,2025-01-02,活动页,商品详情页,527,9.87
2,pc,2.00,7.00,56,2025-01-02,活动页,订阅页,527,10.63
2,pc,2.00,8.00,49,2025-01-02,活动页,直播页,527,9.30
2,pc,2.00,9.00,51,2025-01-02,活动页,购物车,527,9.68
2,pc,2.00,10.00,72,2025-01-02,活动页,结算页,527,13.66
2,pc,3.00,1.00,58,2025-01-02,分类页,首页,512,11.33
2,pc,3.00,2.00,50,2025-01-02,分类页,活动页,512,9.77
2,pc,3.00,4.00,58,2025-01-02,分类页,宝贝页,512,11.33
2,pc,3.00,5.00,54,2025-01-02,分类页,新品页,512,10.55
2,pc,3.00,6.00,61,2025-01-02,分类页,商品详情页,512,11.91
2,pc,3.00,7.00,62,2025-01-02,分类页,订阅页,512,12.11
2,pc,3.00,8.00,44,2025-01-02,分类页,直播页,512,8.59
2,pc,3.00,9.00,69,2025-01-02,分类页,购物车,512,13.48
2,pc,3.00,10.00,56,2025-01-02,分类页,结算页,512,10.94
2,pc,4.00,1.00,61,2025-01-02,宝贝页,首页,524,11.64
2,pc,4.00,2.00,59,2025-01-02,宝贝页,活动页,524,11.26
2,pc,4.00,3.00,46,2025-01-02,宝贝页,分类页,524,8.78
2,pc,4.00,5.00,55,2025-01-02,宝贝页,新品页,524,10.50
2,pc,4.00,6.00,57,2025-01-02,宝贝页,商品详情页,524,10.88
2,pc,4.00,7.00,63,2025-01-02,宝贝页,订阅页,524,12.02
2,pc,4.00,8.00,62,2025-01-02,宝贝页,直播页,524,11.83
2,pc,4.00,9.00,66,2025-01-02,宝贝页,购物车,524,12.60
2,pc,4.00,10.00,55,2025-01-02,宝贝页,结算页,524,10.50
2,pc,5.00,1.00,49,2025-01-02,新品页,首页,524,9.35
2,pc,5.00,2.00,61,2025-01-02,新品页,活动页,524,11.64
2,pc,5.00,3.00,46,2025-01-02,新品页,分类页,524,8.78
2,pc,5.00,4.00,68,2025-01-02,新品页,宝贝页,524,12.98
2,pc,5.00,6.00,62,2025-01-02,新品页,商品详情页,524,11.83
2,pc,5.00,7.00,60,2025-01-02,新品页,订阅页,524,11.45
2,pc,5.00,8.00,63,2025-01-02,新品页,直播页,524,12.02
2,pc,5.00,9.00,52,2025-01-02,新品页,购物车,524,9.92
2,pc,5.00,10.00,63,2025-01-02,新品页,结算页,524,12.02
2,pc,6.00,1.00,50,2025-01-02,商品详情页,首页,477,10.48
2,pc,6.00,2.00,56,2025-01-02,商品详情页,活动页,477,11.74
2,pc,6.00,3.00,61,2025-01-02,商品详情页,分类页,477,12.79
2,pc,6.00,4.00,52,2025-01-02,商品详情页,宝贝页,477,10.90
2,pc,6.00,5.00,59,2025-01-02,商品详情页,新品页,477,12.37
2,pc,6.00,7.00,42,2025-01-02,商品详情页,订阅页,477,8.81
2,pc,6.00,8.00,46,2025-01-02,商品详情页,直播页,477,9.64
2,pc,6.00,9.00,57,2025-01-02,商品详情页,购物车,477,11.95
2,pc,6.00,10.00,54,2025-01-02,商品详情页,结算页,477,11.32
2,pc,7.00,1.00,52,2025-01-02,订阅页,首页,486,10.70
2,pc,7.00,2.00,64,2025-01-02,订阅页,活动页,486,13.17
2,pc,7.00,3.00,38,2025-01-02,订阅页,分类页,486,7.82
2,pc,7.00,4.00,74,2025-01-02,订阅页,宝贝页,486,15.23
2,pc,7.00,5.00,44,2025-01-02,订阅页,新品页,486,9.05
2,pc,7.00,6.00,43,2025-01-02,订阅页,商品详情页,486,8.85
2,pc,7.00,8.00,63,2025-01-02,订阅页,直播页,486,12.96
2,pc,7.00,9.00,65,2025-01-02,订阅页,购物车,486,13.37
2,pc,7.00,10.00,43,2025-01-02,订阅页,结算页,486,8.85
2,pc,8.00,1.00,46,2025-01-02,直播页,首页,524,8.78
2,pc,8.00,2.00,57,2025-01-02,直播页,活动页,524,10.88
2,pc,8.00,3.00,55,2025-01-02,直播页,分类页,524,10.50
2,pc,8.00,4.00,63,2025-01-02,直播页,宝贝页,524,12.02
2,pc,8.00,5.00,48,2025-01-02,直播页,新品页,524,9.16
2,pc,8.00,6.00,62,2025-01-02,直播页,商品详情页,524,11.83
2,pc,8.00,7.00,59,2025-01-02,直播页,订阅页,524,11.26
2,pc,8.00,9.00,58,2025-01-02,直播页,购物车,524,11.07
2,pc,8.00,10.00,76,2025-01-02,直播页,结算页,524,14.50
2,pc,9.00,1.00,61,2025-01-02,购物车,首页,481,12.68
2,pc,9.00,2.00,56,2025-01-02,购物车,活动页,481,11.64
2,pc,9.00,3.00,38,2025-01-02,购物车,分类页,481,7.90
2,pc,9.00,4.00,58,2025-01-02,购物车,宝贝页,481,12.06
2,pc,9.00,5.00,61,2025-01-02,购物车,新品页,481,12.68
2,pc,9.00,6.00,58,2025-01-02,购物车,商品详情页,481,12.06
2,pc,9.00,7.00,46,2025-01-02,购物车,订阅页,481,9.56
2,pc,9.00,8.00,59,2025-01-02,购物车,直播页,481,12.27
2,pc,9.00,10.00,44,2025-01-02,购物车,结算页,481,9.15
2,pc,10.00,1.00,50,2025-01-02,结算页,首页,457,10.94
2,pc,10.00,2.00,46,2025-01-02,结算页,活动页,457,10.07
2,pc,10.00,3.00,46,2025-01-02,结算页,分类页,457,10.07
2,pc,10.00,4.00,50,2025-01-02,结算页,宝贝页,457,10.94
2,pc,10.00,5.00,60,2025-01-02,结算页,新品页,457,13.13
2,pc,10.00,6.00,47,2025-01-02,结算页,商品详情页,457,10.28
2,pc,10.00,7.00,51,2025-01-02,结算页,订阅页,457,11.16
2,pc,10.00,8.00,47,2025-01-02,结算页,直播页,457,10.28
2,pc,10.00,9.00,60,2025-01-02,结算页,购物车,457,13.13
2,wireless,1.00,2.00,135,2025-01-02,首页,活动页,1175,11.49
2,wireless,1.00,3.00,143,2025-01-02,首页,分类页,1175,12.17
2,wireless,1.00,4.00,117,2025-01-02,首页,宝贝页,1175,9.96
2,wireless,1.00,5.00,138,2025-01-02,首页,新品页,1175,11.74
2,wireless,1.00,6.00,127,2025-01-02,首页,商品详情页,1175,10.81
2,wireless,1.00,7.00,129,2025-01-02,首页,订阅页,1175,10.98
2,wireless,1.00,8.00,121,2025-01-02,首页,直播页,1175,10.30
2,wireless,1.00,9.00,134,2025-01-02,首页,购物车,1175,11.40
2,wireless,1.00,10.00,131,2025-01-02,首页,结算页,1175,11.15
2,wireless,2.00,1.00,121,2025-01-02,活动页,首页,1154,10.49
2,wireless,2.00,3.00,111,2025-01-02,活动页,分类页,1154,9.62
2,wireless,2.00,4.00,123,2025-01-02,活动页,宝贝页,1154,10.66
2,wireless,2.00,5.00,129,2025-01-02,活动页,新品页,1154,11.18
2,wireless,2.00,6.00,126,2025-01-02,活动页,商品详情页,1154,10.92
2,wireless,2.00,7.00,133,2025-01-02,活动页,订阅页,1154,11.53
2,wireless,2.00,8.00,153,2025-01-02,活动页,直播页,1154,13.26
2,wireless,2.00,9.00,140,2025-01-02,活动页,购物车,1154,12.13
2,wireless,2.00,10.00,118,2025-01-02,活动页,结算页,1154,10.23
2,wireless,3.00,1.00,123,2025-01-02,分类页,首页,1135,10.84
2,wireless,3.00,2.00,133,2025-01-02,分类页,活动页,1135,11.72
2,wireless,3.00,4.00,134,2025-01-02,分类页,宝贝页,1135,11.81
2,wireless,3.00,5.00,151,2025-01-02,分类页,新品页,1135,13.30
2,wireless,3.00,6.00,100,2025-01-02,分类页,商品详情页,1135,8.81
2,wireless,3.00,7.00,109,2025-01-02,分类页,订阅页,1135,9.60
2,wireless,3.00,8.00,110,2025-01-02,分类页,直播页,1135,9.69
2,wireless,3.00,9.00,143,2025-01-02,分类页,购物车,1135,12.60
2,wireless,3.00,10.00,132,2025-01-02,分类页,结算页,1135,11.63
2,wireless,4.00,1.00,136,2025-01-02,宝贝页,首页,1134,11.99
2,wireless,4.00,2.00,114,2025-01-02,宝贝页,活动页,1134,10.05
2,wireless,4.00,3.00,110,2025-01-02,宝贝页,分类页,1134,9.70
2,wireless,4.00,5.00,137,2025-01-02,宝贝页,新品页,1134,12.08
2,wireless,4.00,6.00,135,2025-01-02,宝贝页,商品详情页,1134,11.90
2,wireless,4.00,7.00,120,2025-01-02,宝贝页,订阅页,1134,10.58
2,wireless,4.00,8.00,128,2025-01-02,宝贝页,直播页,1134,11.29
2,wireless,4.00,9.00,132,2025-01-02,宝贝页,购物车,1134,11.64
2,wireless,4.00,10.00,122,2025-01-02,宝贝页,结算页,1134,10.76
2,wireless,5.00,1.00,137,2025-01-02,新品页,首页,1272,10.77
2,wireless,5.00,2.00,111,2025-01-02,新品页,活动页,1272,8.73
2,wireless,5.00,3.00,152,2025-01-02,新品页,分类页,1272,11.95
2,wireless,5.00,4.00,158,2025-01-02,新品页,宝贝页,1272,12.42
2,wireless,5.00,6.00,138,2025-01-02,新品页,商品详情页,1272,10.85
2,wireless,5.00,7.00,152,2025-01-02,新品页,订阅页,1272,11.95
2,wireless,5.00,8.00,134,2025-01-02,新品页,直播页,1272,10.53
2,wireless,5.00,9.00,144,2025-01-02,新品页,购物车,1272,11.32
2,wireless,5.00,10.00,146,2025-01-02,新品页,结算页,1272,11.48
2,wireless,6.00,1.00,126,2025-01-02,商品详情页,首页,1191,10.58
2,wireless,6.00,2.00,128,2025-01-02,商品详情页,活动页,1191,10.75
2,wireless,6.00,3.00,134,2025-01-02,商品详情页,分类页,1191,11.25
2,wireless,6.00,4.00,151,2025-01-02,商品详情页,宝贝页,1191,12.68
2,wireless,6.00,5.00,128,2025-01-02,商品详情页,新品页,1191,10.75
2,wireless,6.00,7.00,118,2025-01-02,商品详情页,订阅页,1191,9.91
2,wireless,6.00,8.00,136,2025-01-02,商品详情页,直播页,1191,11.42
2,wireless,6.00,9.00,130,2025-01-02,商品详情页,购物车,1191,10.92
2,wireless,6.00,10.00,140,2025-01-02,商品详情页,结算页,1191,11.75
2,wireless,7.00,1.00,137,2025-01-02,订阅页,首页,1152,11.89
2,wireless,7.00,2.00,129,2025-01-02,订阅页,活动页,1152,11.20
2,wireless,7.00,3.00,113,2025-01-02,订阅页,分类页,1152,9.81
2,wireless,7.00,4.00,122,2025-01-02,订阅页,宝贝页,1152,10.59
2,wireless,7.00,5.00,117,2025-01-02,订阅页,新品页,1152,10.16
2,wireless,7.00,6.00,139,2025-01-02,订阅页,商品详情页,1152,12.07
2,wireless,7.00,8.00,123,2025-01-02,订阅页,直播页,1152,10.68
2,wireless,7.00,9.00,125,2025-01-02,订阅页,购物车,1152,10.85
2,wireless,7.00,10.00,147,2025-01-02,订阅页,结算页,1152,12.76
2,wireless,8.00,1.00,123,2025-01-02,直播页,首页,1200,10.25
2,wireless,8.00,2.00,129,2025-01-02,直播页,活动页,1200,10.75
2,wireless,8.00,3.00,129,2025-01-02,直播页,分类页,1200,10.75
2,wireless,8.00,4.00,143,2025-01-02,直播页,宝贝页,1200,11.92
2,wireless,8.00,5.00,132,2025-01-02,直播页,新品页,1200,11.00
2,wireless,8.00,6.00,128,2025-01-02,直播页,商品详情页,1200,10.67
2,wireless,8.00,7.00,154,2025-01-02,直播页,订阅页,1200,12.83
2,wireless,8.00,9.00,122,2025-01-02,直播页,购物车,1200,10.17
2,wireless,8.00,10.00,140,2025-01-02,直播页,结算页,1200,11.67
2,wireless,9.00,1.00,132,2025-01-02,购物车,首页,1182,11.17
2,wireless,9.00,2.00,136,2025-01-02,购物车,活动页,1182,11.51
2,wireless,9.00,3.00,136,2025-01-02,购物车,分类页,1182,11.51
2,wireless,9.00,4.00,147,2025-01-02,购物车,宝贝页,1182,12.44
2,wireless,9.00,5.00,113,2025-01-02,购物车,新品页,1182,9.56
2,wireless,9.00,6.00,111,2025-01-02,购物车,商品详情页,1182,9.39
2,wireless,9.00,7.00,142,2025-01-02,购物车,订阅页,1182,12.01
2,wireless,9.00,8.00,121,2025-01-02,购物车,直播页,1182,10.24
2,wireless,9.00,10.00,144,2025-01-02,购物车,结算页,1182,12.18
2,wireless,10.00,1.00,114,2025-01-02,结算页,首页,1129,10.10
2,wireless,10.00,2.00,125,2025-01-02,结算页,活动页,1129,11.07
2,wireless,10.00,3.00,122,2025-01-02,结算页,分类页,1129,10.81
2,wireless,10.00,4.00,125,2025-01-02,结算页,宝贝页,1129,11.07
2,wireless,10.00,5.00,118,2025-01-02,结算页,新品页,1129,10.45
2,wireless,10.00,6.00,133,2025-01-02,结算页,商品详情页,1129,11.78
2,wireless,10.00,7.00,133,2025-01-02,结算页,订阅页,1129,11.78
2,wireless,10.00,8.00,119,2025-01-02,结算页,直播页,1129,10.54
2,wireless,10.00,9.00,140,2025-01-02,结算页,购物车,1129,12.40
3,pc,1.00,2.00,56,2025-01-03,首页,活动页,503,11.13
3,pc,1.00,3.00,69,2025-01-03,首页,分类页,503,13.72
3,pc,1.00,4.00,55,2025-01-03,首页,宝贝页,503,10.93
3,pc,1.00,5.00,62,2025-01-03,首页,新品页,503,12.33
3,pc,1.00,6.00,55,2025-01-03,首页,商品详情页,503,10.93
3,pc,1.00,7.00,54,2025-01-03,首页,订阅页,503,10.74
3,pc,1.00,8.00,59,2025-01-03,首页,直播页,503,11.73
